date,region,day_of_week,reduced_bid_policy,ad_spend,impressions,clicks,platform_attributed_leads,total_qualified_leads,organic_plus_direct_leads,estimated_cost_per_qualified_lead
2026-02-08,Recruiting_Region_12,Sunday,0,1165.032389065261,64277.67461361185,1675.398471084827,34,45,11,25.88960864589469
2026-02-09,Recruiting_Region_12,Monday,0,1012.3237624301606,74852.18657936096,1663.3267217060275,25,59,34,17.15802987169764
2026-02-10,Recruiting_Region_12,Tuesday,1,521.0370885427798,33733.8007444258,1288.8985233105682,17,67,50,7.776672963325071
2026-02-11,Recruiting_Region_12,Wednesday,0,1156.1750384303136,78275.90350395725,1526.1936989526753,38,57,19,20.28377260404059
2026-02-12,Recruiting_Region_12,Thursday,1,427.4982163970624,44538.45180802287,1223.8999435958558,26,46,20,9.29343948689266
2026-02-13,Recruiting_Region_12,Friday,1,622.645629015824,49383.49854500228,940.5469646621802,11,42,31,14.824895928948191
2026-02-14,Recruiting_Region_12,Saturday,1,558.2576860867667,35662.934789797364,1086.2267858979908,22,56,34,9.968887251549406
2026-02-15,Recruiting_Region_12,Sunday,0,1138.2365793511578,69864.54377260456,1590.7609964786523,44,60,16,18.97060965585263
2026-02-16,Recruiting_Region_12,Monday,1,636.180329646048,43203.43339714333,1066.2417914960417,22,55,33,11.5669150844736
2026-02-17,Recruiting_Region_12,Tuesday,1,510.3059752618228,37364.949391382346,1266.2878364902053,36,47,11,10.857573941740911
2026-02-18,Recruiting_Region_12,Wednesday,0,1110.808410987203,73499.52464702255,2013.4185384360947,36,43,7,25.83275374388844
2026-02-19,Recruiting_Region_12,Thursday,1,692.7980373307227,43334.5998834933,507.091572091166,10,50,40,13.855960746614453
2026-02-20,Recruiting_Region_12,Friday,0,930.9768426244744,74705.01976256403,1911.3374909711351,50,53,3,17.565600804235366
2026-02-21,Recruiting_Region_12,Saturday,1,649.8878157038204,44427.936923141984,1006.4157818939134,12,42,30,15.473519421519532
2026-02-22,Recruiting_Region_12,Sunday,1,592.0916336193233,43205.68824714286,1109.4278947435691,19,39,20,15.181836759469828
2026-02-23,Recruiting_Region_12,Monday,1,606.2321267016545,40097.92438637926,993.5978089812505,10,46,36,13.178959276122923
2026-02-24,Recruiting_Region_12,Tuesday,1,527.7891177931549,32069.958784542334,1127.4528304946148,25,40,15,13.194727944828873
2026-02-25,Recruiting_Region_12,Wednesday,0,1071.7339543247563,66086.66460763935,1554.6904418635702,38,47,9,22.80285009201609
2026-02-26,Recruiting_Region_12,Thursday,0,1022.6804326317724,80861.73988828533,1638.1459904453013,42,48,6,21.305842346495258
2026-02-27,Recruiting_Region_12,Friday,0,1131.4374841007784,68716.09824202719,1604.3348465933432,43,55,12,20.571590620014153
2026-02-28,Recruiting_Region_12,Saturday,0,1109.7381299937101,65427.62819872036,1713.3629737847725,39,43,4,25.807863488225816
2026-03-01,Recruiting_Region_12,Sunday,0,1144.1792117126602,85036.53853490547,1487.7809410899765,34,54,20,21.188503920604816
2026-01-05,Recruiting_Region_13,Monday,0,1528.9810050080264,84225.50477103984,2062.966455114603,52,31,0,49.32196790348472
2026-01-06,Recruiting_Region_13,Tuesday,1,814.217361233218,53177.36521708999,1302.207669905022,36,25,0,32.56869444932872
2026-01-07,Recruiting_Region_13,Wednesday,0,1362.0904512049674,93343.73846328726,1967.8432294026754,39,25,0,54.48361804819869
2026-01-08,Recruiting_Region_13,Thursday,0,1276.7227321515638,93697.4939664825,2192.19828027875,58,26,0,49.10472046736784
2026-01-09,Recruiting_Region_13,Friday,1,676.1869324150474,51088.554453437086,1208.4436860684427,20,37,17,18.275322497703986
2026-01-10,Recruiting_Region_13,Saturday,0,1452.0751463133784,84426.38951231475,1996.6982973244399,30,26,0,55.84904408897609
2026-01-11,Recruiting_Region_13,Sunday,1,754.235591958589,54817.79583018242,1409.5076265512262,14,30,16,25.141186398619634
2026-01-12,Recruiting_Region_13,Monday,0,1378.3415124271803,84031.74477396079,1872.9301009771214,41,39,0,35.34209006223539
2026-01-13,Recruiting_Region_13,Tuesday,1,662.6942938803378,46996.1827700342,1165.04818441535,25,29,4,22.851527375184062
2026-01-14,Recruiting_Region_13,Wednesday,1,564.3221816725115,46756.153404015415,1272.926068415173,23,41,18,13.763955650549061
2026-01-15,Recruiting_Region_13,Thursday,1,791.2636882946938,57912.67080574133,1383.3349429704022,23,34,11,23.27246142043217
2026-01-16,Recruiting_Region_13,Friday,1,561.6684349773708,45331.06735903351,1273.5418848484885,24,35,11,16.047669570782023
2026-01-17,Recruiting_Region_13,Saturday,0,1459.8020727854894,92766.84931335549,1910.9297273513218,33,22,0,66.3546396720677
2026-01-18,Recruiting_Region_13,Sunday,1,543.1967552166767,48378.00697474697,1481.488723903994,31,19,0,28.58930290614088
2026-01-19,Recruiting_Region_13,Monday,1,652.156169446455,46400.33618430607,1475.8328916615858,34,38,4,17.162004459117238
2026-01-20,Recruiting_Region_13,Tuesday,1,887.4727098047496,54893.667500235904,1278.748997137577,21,22,1,40.339668627488614
2026-01-21,Recruiting_Region_13,Wednesday,0,1458.6355559980675,86277.5857038329,2017.5688119296856,40,28,0,52.094126999930985
2026-01-22,Recruiting_Region_13,Thursday,0,1350.7636744212784,84332.97536424223,2024.661449093246,42,25,0,54.030546976851134
2026-01-23,Recruiting_Region_13,Friday,1,617.6471789571822,53900.56906665642,1486.9412116058281,22,13,0,47.51132145824478
2026-01-24,Recruiting_Region_13,Saturday,1,750.0198312667802,51685.90653979975,1316.8472887151447,26,16,0,46.87623945417376
2026-01-25,Recruiting_Region_13,Sunday,1,862.0574479945981,64867.105429709176,1152.7052150630257,17,12,0,71.83812066621651
2026-01-26,Recruiting_Region_13,Monday,1,750.106933656801,46152.624339598035,1277.5369580446109,25,22,0,34.09576971167277
2026-01-27,Recruiting_Region_13,Tuesday,1,757.9088707028251,39840.99575714052,1116.409249185743,25,24,0,31.57953627928438
2026-01-28,Recruiting_Region_13,Wednesday,1,779.9758214286735,45071.882764890775,1445.630401344757,28,19,0,41.05135902256176
2026-01-29,Recruiting_Region_13,Thursday,0,1326.2375227237249,86850.17898225404,1927.2197190342845,36,38,2,34.90098744009802
2026-01-30,Recruiting_Region_13,Friday,0,1212.6252639078612,94908.52873708775,2036.9843900917654,42,24,0,50.526052662827546
2026-01-31,Recruiting_Region_13,Saturday,0,1357.3794825291943,94531.04380863933,2102.6162376946804,52,23,0,59.01649924039975
2026-02-01,Recruiting_Region_13,Sunday,0,1346.232886586915,83963.89121657395,1972.353003427176,47,22,0,61.19240393576886
2026-02-02,Recruiting_Region_13,Monday,0,1326.2539485072425,90010.64038577245,1723.500587629847,34,46,12,28.8316075762444
2026-02-03,Recruiting_Region_13,Tuesday,1,652.754657583658,38277.78614166811,1429.1651507248032,21,43,22,15.180340874038556
2026-02-04,Recruiting_Region_13,Wednesday,1,721.127863867266,58833.023482293545,1335.6845603487864,26,53,27,13.606186110703131
2026-02-05,Recruiting_Region_13,Thursday,0,1403.5205301152687,69714.35227110932,2116.6204215326547,51,47,0,29.86213893862274
2026-02-06,Recruiting_Region_13,Friday,1,543.9882687185523,53834.2684948706,1408.5069685515593,28,50,22,10.879765374371045
2026-02-07,Recruiting_Region_13,Saturday,0,1330.1869581437631,85609.2864606782,1823.6875332532231,39,47,8,28.301850173271557
2026-02-08,Recruiting_Region_13,Sunday,0,1284.7240949470856,90837.07818441608,1759.445554989743,43,48,5,26.765085311397616
2026-02-09,Recruiting_Region_13,Monday,1,671.1983829633701,46462.184140042096,1269.892565164718,25,66,41,10.169672469141972
2026-02-10,Recruiting_Region_13,Tuesday,0,1340.0019709240523,78742.20479065573,1870.9221179358217,48,55,7,24.363672198619135
2026-02-11,Recruiting_Region_13,Wednesday,0,1424.7901152774386,85265.73075474042,1950.513407764842,35,63,28,22.6157161155149
2026-02-12,Recruiting_Region_13,Thursday,0,1407.1097166859633,83183.5959779245,1908.9883180995782,40,59,19,23.84931723196548
2026-02-13,Recruiting_Region_13,Friday,0,1501.9514543022071,88082.00383976262,2129.4579831660158,51,60,9,25.03252423837012
2026-02-14,Recruiting_Region_13,Saturday,0,1219.3270314704484,90511.40552050112,2083.4454468732433,46,49,3,24.88422513204997
2026-02-15,Recruiting_Region_13,Sunday,0,1540.8030900753556,78165.54806513166,1940.1267843446055,42,42,0,36.68578785893704
2026-02-16,Recruiting_Region_13,Monday,1,569.4692060642328,54234.55104611231,1401.7631930762325,31,57,26,9.990687825688296
2026-02-17,Recruiting_Region_13,Tuesday,1,668.0293495359454,47105.44897800759,1369.6514128468561,17,50,33,13.360586990718907
2026-02-18,Recruiting_Region_13,Wednesday,0,1278.5722870133575,83056.72933972537,2272.2397349624657,53,51,0,25.070044843399167
2026-02-19,Recruiting_Region_13,Thursday,0,1319.8874480642155,84958.0312201739,2064.7022921336934,50,58,8,22.7566801390382
2026-02-20,Recruiting_Region_13,Friday,0,1238.7069382374084,83479.00415457871,1988.9555121429373,43,51,8,24.2883713379884
2026-02-21,Recruiting_Region_13,Saturday,1,672.6582830510532,41974.71842534438,1410.8991480186676,28,35,7,19.21880808717295
2026-02-22,Recruiting_Region_13,Sunday,0,1430.6111479343288,78050.19028717777,2141.426232342944,44,33,0,43.35185296770693
2026-02-23,Recruiting_Region_13,Monday,0,1303.013943815044,83306.08259265109,1957.6627497624725,61,50,0,26.06027887630088
2026-02-24,Recruiting_Region_13,Tuesday,1,638.902974977689,45551.18491240049,1155.8765997628036,19,42,23,15.211975594706882
2026-02-25,Recruiting_Region_13,Wednesday,1,793.7501421108949,51535.36271117067,1226.518905813073,22,56,34,14.174109680551695
2026-02-26,Recruiting_Region_13,Thursday,1,763.4912816828621,35291.052071873135,1300.590390124706,30,57,27,13.394583889173019
2026-02-27,Recruiting_Region_13,Friday,1,585.713707433522,59370.15678304985,1341.0290950683195,20,77,57,7.606671525110675
2026-02-28,Recruiting_Region_13,Saturday,1,452.15833143429455,43991.8110320429,1314.0106027298716,23,43,20,10.515310033355687
2026-03-01,Recruiting_Region_13,Sunday,0,1207.992812445694,87396.88180002685,2054.315620360736,44,62,18,19.483755039446677
2026-01-05,Recruiting_Region_14,Monday,0,912.8573339608381,61758.70734408186,1484.596283050886,29,22,0,41.493515180038095
2026-01-06,Recruiting_Region_14,Tuesday,1,484.8507677846875,35282.06964387167,778.1223797125479,18,17,0,28.520633399099264
2026-01-07,Recruiting_Region_14,Wednesday,1,461.389515419697,42968.68741360547,1150.938792714083,33,26,0,17.745750593065267
2026-01-08,Recruiting_Region_14,Thursday,1,530.3389841731912,34750.797455840766,1042.671000411098,28,19,0,27.912578114378483
2026-01-09,Recruiting_Region_14,Friday,0,865.6010161976392,62520.91089992858,1338.3883536004214,27,30,3,28.853367206587972
2026-01-10,Recruiting_Region_14,Saturday,0,914.2285731918266,62736.56098237209,1334.1538538223786,28,18,0,50.79047628843481
2026-01-11,Recruiting_Region_14,Sunday,1,542.9075469886682,25066.1645091957,1019.0720347958119,20,24,4,22.621147791194506
2026-01-12,Recruiting_Region_14,Monday,0,1132.1348985426316,67815.33402847256,1203.0301142811527,32,24,0,47.17228743927632
2026-01-13,Recruiting_Region_14,Tuesday,1,624.5470639137308,30965.392078615605,958.9374379480521,15,30,15,20.818235463791027
2026-01-14,Recruiting_Region_14,Wednesday,0,922.7040600598817,56154.257044207836,1239.9378152650875,31,35,4,26.36297314456805
2026-01-15,Recruiting_Region_14,Thursday,1,656.6323555014955,32276.493990513947,918.3442414637049,17,26,9,25.255090596211364
2026-01-16,Recruiting_Region_14,Friday,1,706.6942217674231,26532.753027620107,904.2846965155784,17,28,11,25.239079348836537
2026-01-17,Recruiting_Region_14,Saturday,0,1160.928817703434,62112.191212395155,1414.049888088114,38,21,0,55.28232465254448
2026-01-18,Recruiting_Region_14,Sunday,1,534.0136386100058,50327.569563379366,933.4779486930386,16,24,8,22.25056827541691
2026-01-19,Recruiting_Region_14,Monday,0,846.4145944764165,69358.68639664142,1487.1910619282883,38,39,1,21.702938319908114
2026-01-20,Recruiting_Region_14,Tuesday,1,413.8198030465504,42758.670876098615,995.3865163388421,13,30,17,13.793993434885014
2026-01-21,Recruiting_Region_14,Wednesday,0,898.227744338157,73840.20323309324,1407.908412699105,26,14,0,64.15912459558264
2026-01-22,Recruiting_Region_14,Thursday,0,1078.0136581853171,72608.43006409773,1449.628921195573,32,28,0,38.500487792332756
2026-01-23,Recruiting_Region_14,Friday,0,1128.863884023191,65888.0272264708,1758.9071408725424,40,21,0,53.75542304872339
2026-01-24,Recruiting_Region_14,Saturday,1,538.1607513649612,35906.195669206645,898.5384032401328,19,25,6,21.52643005459845
2026-01-25,Recruiting_Region_14,Sunday,0,832.8411405101132,59500.951552196646,1538.0476047692082,32,17,0,48.990655324124305
2026-01-26,Recruiting_Region_14,Monday,1,618.3910350392152,29253.76009555433,815.644556711543,14,25,11,24.73564140156861
2026-01-27,Recruiting_Region_14,Tuesday,0,844.5782735785627,61456.301839404674,1592.0589706281507,36,27,0,31.280676799206027
2026-01-28,Recruiting_Region_14,Wednesday,1,674.4512504735512,36623.833217213425,818.9857557735114,16,20,4,33.72256252367756
2026-01-29,Recruiting_Region_14,Thursday,1,498.3726687760638,36024.86348371597,1032.6020060485653,24,23,0,21.66837690330712
2026-01-30,Recruiting_Region_14,Friday,0,1067.472837509369,56217.70661357741,1644.7370289185997,32,28,0,38.124029911048886
2026-01-31,Recruiting_Region_14,Saturday,1,653.5849182658989,38096.16746947085,976.0214251532699,21,32,11,20.42452869580934
2026-02-01,Recruiting_Region_14,Sunday,1,565.255542659999,37144.829368766055,1110.378133509533,17,20,3,28.26277713299995
2026-02-02,Recruiting_Region_14,Monday,0,1114.8297775836324,66855.31185261848,1524.2845715426715,39,39,0,28.58537891240083
2026-02-03,Recruiting_Region_14,Tuesday,0,1098.2673723333692,67787.44819918959,1447.346718419195,33,35,2,31.379067780953406
2026-02-04,Recruiting_Region_14,Wednesday,1,645.8714454446523,40134.07217590908,981.6779306055524,14,44,30,14.678896487378461
2026-02-05,Recruiting_Region_14,Thursday,0,924.117724797914,61091.13920190047,1455.2535565439048,29,46,17,20.08951575647639
2026-02-06,Recruiting_Region_14,Friday,0,973.1385281768598,58229.25599851398,1383.272080190313,35,45,10,21.62530062615244
2026-02-07,Recruiting_Region_14,Saturday,1,518.6416399804558,25372.873079703102,943.9887389218541,17,49,32,10.584523264907261
2026-02-08,Recruiting_Region_14,Sunday,1,579.4555583017759,37119.63245639905,1075.8720035841623,22,42,20,13.796560911947045
2026-02-09,Recruiting_Region_14,Monday,0,913.8969317019422,58674.90413484536,1537.01053660073,42,62,20,14.74027309196681
2026-02-10,Recruiting_Region_14,Tuesday,0,891.9459639829976,64732.33919621732,1511.721058616327,34,54,20,16.517517851536994
2026-02-11,Recruiting_Region_14,Wednesday,1,527.3502477968806,42269.1808953513,1068.809428364302,16,44,28,11.98523290447456
2026-02-12,Recruiting_Region_14,Thursday,1,478.38061919627467,42562.50213891783,1153.5671150416892,20,46,26,10.399578678179884
2026-02-13,Recruiting_Region_14,Friday,1,359.38107186008585,39797.07516697831,1037.6080806525474,24,55,31,6.534201306547016
2026-02-14,Recruiting_Region_14,Saturday,1,667.7902803726932,20634.400008286495,824.8830000695057,16,41,25,16.287567813968128
2026-02-15,Recruiting_Region_14,Sunday,0,913.3481147285406,62807.58997764951,1564.91841460553,32,38,6,24.03547670338265
2026-02-16,Recruiting_Region_14,Monday,0,810.4979363570551,64991.55743287184,1424.628848668931,38,55,17,14.73632611558282
2026-02-17,Recruiting_Region_14,Tuesday,0,1117.1398999664623,56138.277762660284,1423.6829116157674,23,47,24,23.76893404183962
2026-02-18,Recruiting_Region_14,Wednesday,1,464.9849598499964,37114.25125984282,1003.3223415293944,17,43,26,10.813603717441778
2026-02-19,Recruiting_Region_14,Thursday,0,1050.5290435515253,69133.0735918315,1403.8800469780624,34,47,13,22.35168177769203
2026-02-20,Recruiting_Region_14,Friday,1,627.6944079560868,41081.18032044255,909.5476434688932,14,43,29,14.597544371071786
2026-02-21,Recruiting_Region_14,Saturday,0,1035.0742945269321,58996.60407758308,1158.2680143663029,29,34,5,30.443361603733297
2026-02-22,Recruiting_Region_14,Sunday,0,1031.1892069263447,62901.427419858,1479.0481425154273,32,34,2,30.32909432136308
2026-02-23,Recruiting_Region_14,Monday,1,544.7181124483424,32331.368184747495,934.4066140967091,17,36,19,15.13105867912062
2026-02-24,Recruiting_Region_14,Tuesday,0,1008.029675491731,60483.712348426045,1424.2705029778572,31,54,23,18.667216212809834
2026-02-25,Recruiting_Region_14,Wednesday,1,526.3139277946174,40336.758757816635,1040.48927679035,23,41,18,12.836925068161399
2026-02-26,Recruiting_Region_14,Thursday,1,451.0808452360713,36330.821836020325,847.0685696232664,17,48,31,9.397517609084819
2026-02-27,Recruiting_Region_14,Friday,1,638.046946022646,34005.8400772354,921.2625267319535,22,56,34,11.393695464690108
2026-02-28,Recruiting_Region_14,Saturday,0,718.7262297689173,61916.743125042645,1389.795894353971,29,32,3,22.460194680278665
2026-03-01,Recruiting_Region_14,Sunday,0,889.2921097148293,61505.992496961626,1550.1809593021276,31,38,7,23.40242393986393
